1996-084|A|Sooty Tern||6/6/96 0:00:00|7/21/96 0:00:00|Bolsa Chica|ORA||Adult (1996-084 is the returning adult, 1996-119 covers the two additional adults)
1996-085|A|White-winged Tern||6/23/96 0:00:00|8/29/96 0:00:00|Arcata|HUM||(ph.)  Reports  from 24-26 Jun and 29 Aug only. Bird not observed between these two periods.
1996-086|A|Gray Catbird||6/13/96 0:00:00|6/18/96 0:00:00|Big Sur R. mouth|MTY||First summer (ph.)
1996-087|A|Yellow-throated Vireo||5/26/96 0:00:00||Pt. Reyes (Nunes)|MRN||
1996-088|R|Cerulean Warbler||4/21/96 0:00:00||Iron Mtn. Pumping Plant|SBE||
1996-089|R|Common Grackle||5/28/96 0:00:00||Furnace Creek Ranch|INY||(ph.)
1996-090|A|Sandwich Tern||6/15/96 0:00:00||Bolsa Chica|ORA||Returning
1996-091|A|Sooty Tern|2|7/6/96 0:00:00|7/7/96 0:00:00|Santa Margarita R. mouth, Oceanside|SD||Pair of adults (ph)
1996-092|O|Painted Bunting||7/1/96 0:00:00||5 mi. N of Inyokern|KER||
1996-093|B|Shy Albatross||5/28/96 0:00:00||Pt. Piedras Blancas|SLO||
1996-094|A|Manx Shearwater||4/14/96 0:00:00||Pt. Piedras Blancas|SLO||
1996-095|A|Reddish Egret|3|7/10/96 0:00:00||Bolsa Chica|ORA||
1996-096|A|Curlew Sandpiper||7/10/96 0:00:00||Santa Margarita R. mouth|SD||Adult
1996-097|A|Little Gull||5/4/96 0:00:00|5/6/96 0:00:00|China Lake|KER||Second summer
1996-098|A|Scissor-tailed Flycatcher||4/27/96 0:00:00|4/28/96 0:00:00|Malibu|LA||(ph.)
1996-099|A|Red-faced Warbler||5/29/96 0:00:00||Pt. Loma|SD||
1996-100|B|Varied Bunting||4/21/96 0:00:00|4/23/96 0:00:00|Lancaster|LA||ASY Male
1996-101|A|Gray Catbird||5/29/96 0:00:00||Panamint Springs|INY||
1996-102|A|Thick-billed Murre||2/11/96 0:00:00|2/13/96 0:00:00|Monterey|MTY||
1996-103|R|Red-footed Booby||7/10/96 0:00:00||5.5 mi. S of Soquel Point|SCZ||(ph.) [Chairman requested recirc]
1996-104|A|Black-billed Cuckoo||8/18/96 0:00:00||San Nicolas I.|VEN||(#SBMNH)
1996-105|B|Painted Bunting||6/9/96 0:00:00||Big Pine|INY||ASY Male
1996-106|B|American Oystercatcher||4/30/96 0:00:00||San Nicolas I.|VEN||(ph.)
1996-107|A|Dark-rumped Petrel||8/24/96 0:00:00||Cordell Bank|MRN||
1996-108|A|Blue-footed Booby||8/31/96 0:00:00||Mystic Lake|RIV||
1996-109|A|Neotropic Cormorant||9/1/96 0:00:00||Obsidian Butte, S. end Salton Sea|IMP||
1996-110|A|Blue-footed Booby|3|9/1/96 0:00:00|10/6/96 0:00:00|Salton Sea|RIV|IMP|(ph.), up to 3, final date? [Check Stacy Peterson's report]
1996-111|B|Brown Booby||8/28/96 0:00:00||S. end Salton Sea|IMP||(ph.)
1996-112|B|Long-toed Stint||8/6/96 0:00:00|8/10/96 0:00:00|Abbotts Lagoon|MRN||
1996-113|A|Dark-rumped Petrel|2|7/31/96 0:00:00||24 nmi SW of San Miguel I. (33°39'N,120°37'W)|SBA||
1996-114|B|Wedge-rumped Storm-Petrel||7/31/96 0:00:00||24 nmi SW San Miguel I. (33°39'N, 120°37'W)|SBA||
1996-115|B|Masked Booby||7/16/96 0:00:00||23 nmi SW San Miguel I. (33°51'N, 120°51'W)|SBA||
1996-116|B|Brown Booby||7/10/96 0:00:00|7/11/96 0:00:00|Diablo Canyon|SLO||(ph.)
1996-117|B|Red-footed Booby||8/31/96 0:00:00||12 nmi SSW Santa Barbara|SBA||(ph.)
1996-118|B|Mongolian Plover||9/2/96 0:00:00|9/3/96 0:00:00|Bodega Bay|SON||
1996-119|A|Sooty Tern|2|7/21/96 0:00:00||Bolsa Chica|ORA||Pair of adults
1996-120|B|Buff-collared Nightjar||6/8/96 0:00:00||Oxnard|VEN||(#LACM) (ph.)
1996-121|R|Rose-throated Becard||3/31/96 0:00:00||Vic. Ventura|VEN||
1996-122|A|Pyrrhuloxia||6/3/96 0:00:00|6/5/96 0:00:00|El Centro|IMP||
1996-123|A|Tricolored Heron||9/14/96 0:00:00|9/30/96 0:00:00|Oxnard|VEN||
1996-124|A|Yellow-bellied Flycatcher||9/27/96 0:00:00|9/28/96 0:00:00|San Nicolas I.|VEN||(ph.)
1996-125|A|Gray Catbird||6/17/96 0:00:00|7/2/96 0:00:00|Big Sur R. mouth|MTY||First summer male
1996-126|A|Gray Catbird||7/18/96 0:00:00||Big Sur R. mouth|MTY||First summer female
1996-127|A|Yellow-green Vireo||9/6/96 0:00:00||Cabrillo National Monument, Pt. Loma|SD||
1996-128|A|Tricolored Heron||9/17/96 0:00:00|9/25/96 0:00:00|Doran Regional Park, Bodega Bay|SON||
1996-129|A|Gray Catbird||9/20/96 0:00:00|9/27/96 0:00:00|Pt. Reyes NS (Fish Docks)|MRN||(video only from Lieurance - not circulated)
1996-130|A|Gray Catbird||9/29/96 0:00:00||Arroyo de la Cruz Creek|SLO||
1996-131|B|Spotted Redshank||9/28/96 0:00:00||Winchester|RIV||
1996-132|A|Northern Wheatear||9/17/96 0:00:00|9/25/96 0:00:00|Sebastopol|SON||Immature
1996-133|B|Great-winged Petrel||7/21/96 0:00:00||Cordell Bank|MRN||
1996-134|A|Wood Thrush||6/7/96 0:00:00|6/10/96 0:00:00|Cosmunes R. Preserve|SAC||Male (Audio tape)
1996-135|A|Philadelphia Vireo||10/6/96 0:00:00||Pine Gulch Creek, near Bolinas|MRN||Immature
1996-136|A|Mourning Warbler||10/1/96 0:00:00||Fitzgerald Marine Preserve|SM||
1996-137|A|Mourning Warbler||10/11/96 0:00:00|10/12/96 0:00:00|Carmel R. mouth|MTY||
1996-138|B|Smith's Longspur||10/10/96 0:00:00||Galileo Hill|KER||
1996-139|A|Common Grackle||10/11/84 0:00:00||Iron Mtn. Pumping Plant|SBE||(ph.)
1996-140|R|Arctic Loon||11/16/96 0:00:00||Bodega Bay|SON||
1996-141|B|Dark-rumped Petrel||7/27/96 0:00:00||70 nmi W of Cape Mendocino|HUM||
1996-142A|A|Manx Shearwater||10/20/96 0:00:00||Monterey Bay|MTY||(ph.)  one bird only
1996-142B|A|Manx Shearwater||10/12/96 0:00:00||Monterey Bay|MTY||(Video)
1996-143|A|Red-tailed Tropicbird||9/28/96 0:00:00||ca. 160 nmi SW of Pt. Arena|MEN||Subadult
1996-144|A|Red-tailed Tropicbird||10/10/96 0:00:00||ca. 195 nmi SW of Pt. Conception|SBA||Subadult
1996-145|A|Reddish Egret||10/18/96 0:00:00||Imperial Beach|SD||Returning adult
1996-146|A|Emperor Goose||12/12/96 0:00:00|2/16/97 0:00:00|Bodega Bay|SON||Immature
1996-147|A|Zone-tailed Hawk||11/28/96 0:00:00|11/30/96 0:00:00|Santa Barbara|SBA||Returning adult
1996-148|A|Zone-tailed Hawk||12/4/96 0:00:00|12/8/96 0:00:00|El Centro|IMP||Immature
1996-149|B|Little Gull||11/9/96 0:00:00||Sunset SB|SCZ||Basic adult
1996-150|A|Little Gull||11/8/96 0:00:00|12/13/96 0:00:00|Corona|RIV||Basic adult
1996-151A|A|Ruddy Ground-Dove||10/12/96 0:00:00|11/2/96 0:00:00|Furnace Creek|INY||Male
1996-151B|A|Ruddy Ground-Dove||10/21/96 0:00:00||Furnace Creek|INY||Female
1996-152|A|Ruddy Ground-Dove||11/6/96 0:00:00|11/15/96 0:00:00|Ridgecrest|KER||
1996-153|A|Broad-billed Hummingbird||10/20/96 0:00:00||Desert Center|RIV||
1996-154|A|Violet-crowned Hummingbird||11/4/96 0:00:00|11/29/96 0:00:00|Carlsbad|SD||
1996-155|A|Eastern Wood-Pewee||10/31/96 0:00:00|11/4/96 0:00:00|Huntington Central Park|ORA||(ph.) (Video)
1996-156|A|Great Crested Flycatcher||10/4/96 0:00:00||7 mi N of California City|KER||(ph.)
1996-157|A|Thick-billed Kingbird||11/23/96 0:00:00|3/2/97 0:00:00|Pomona|LA||Returning adult
1996-157A|B|Thick-billed Kingbird||1/14/97 0:00:00||Pomona|LA||Second bird - see 1996-157
1996-158|A|Arctic Warbler||9/28/96 0:00:00|10/1/96 0:00:00|Oceano, Pismo SB|SLO||(ph.)
1996-159|A|Gray Catbird||10/19/96 0:00:00||Big Sycamore Canyon, Pt. Mugu S.P.|VEN||
1996-160|A|Gray Catbird||11/16/96 0:00:00|11/17/96 0:00:00|Desert Center|RIV||
1996-161|A|Wood Thrush||12/21/96 0:00:00|12/26/96 0:00:00|Mountain Home Village|SBE||
1996-162|A|Yellow Wagtail||8/27/96 0:00:00||Arcata|HUM||Immature
1996-163|A|Black-backed Wagtail||9/27/96 0:00:00|9/30/96 0:00:00|Caspar Creek SB|MEN||Adult (ph.)
1996-164|B|Black-backed Wagtail||9/27/96 0:00:00|10/7/96 0:00:00|Doheny SB, Dana Point|ORA||Returning bird
1996-165|A|Sprague's Pipit||10/19/96 0:00:00|10/20/96 0:00:00|San Joaquin Marsh|ORA||(ph.)
1996-166|A|Sprague's Pipit||10/20/96 0:00:00|10/22/96 0:00:00|China Lake NAWS|KER||Immature (ph.)
1996-167|A|Yellow-throated Vireo||9/14/96 0:00:00|9/15/96 0:00:00|MacKerricher SP|MEN||
1996-168|A|Yellow-throated Vireo||9/20/96 0:00:00|10/5/96 0:00:00|Banning Park|LA||(ph.)
1996-169|A|Yellow-throated Vireo||10/5/96 0:00:00|10/6/96 0:00:00|Huntington Central Park|ORA||
1996-170|A|Philadelphia Vireo||10/6/96 0:00:00|10/12/96 0:00:00|Galileo Hill|KER||(ph.)
1996-171|B|Yellow-green Vireo||9/20/96 0:00:00||Huntington Central Park|ORA||
1996-172|A|Yellow-green Vireo||9/28/96 0:00:00|10/4/96 0:00:00|Carmel R. mouth|MTY||
1996-173|A|Yellow-green Vireo||9/28/96 0:00:00|10/10/96 0:00:00|Pt. Loma|SD||
1996-174|B|Worm-eating Warbler||9/29/96 0:00:00||Banning Park|LA||
1996-175|B|Connecticut Warbler||9/16/96 0:00:00||Montaña de Oro SP|SLO||
1996-176|A|Scarlet Tanager||10/17/96 0:00:00||San Clemente Island|LA||Immature male
1996-177|A|Painted Bunting||9/1/96 0:00:00||California City|KER||
1996-178|B|Streak-backed Oriole||12/29/96 0:00:00|3/22/97 0:00:00|Bartlett Park, Huntington Beach|ORA||
1997-001|A|Manx Shearwater||10/20/96 0:00:00||6 mi NW of Moss Landing|MTY||(ph.)
1997-002|B|Lesser Black-backed Gull||12/25/96 0:00:00|1/17/97 0:00:00|Alviso|SCL||Returning bird (ph.)
1997-003|B|Iceland Gull||2/28/75 0:00:00||Moss Landing|MTY||(#UCDavis)
1997-004|A|Dusky-capped Flycatcher||12/14/96 0:00:00|1/19/97 0:00:00|9.5 km W of Santa Cruz|SCZ||(ph.)
1997-005|A|Dusky-capped Flycatcher||11/30/96 0:00:00|2/21/97 0:00:00|Pine Lake Park, San Francisco|SF||(ph.)
1997-006|A|Yellow-green Vireo||9/22/96 0:00:00|9/25/96 0:00:00|Big Sur R. mouth|MTY||Immature, banded (ph.)
1997-007|A|Masked Booby||1/18/97 0:00:00|2/3/97 0:00:00|Pt. Mugu Naval Station|VEN||
1997-008|B|Tricolored Heron||9/13/96 0:00:00|9/30/96 0:00:00|Port Hueneme|VEN||Immature (ph.)
1997-009|B|Mississippi Kite||10/1/96 0:00:00||Montana de Oro S.P.|SLO||Ad.
1997-010|B|Zone-tailed Hawk||1/10/96 0:00:00||Santee Lakes|SD||(Female) [juvenile - RAE] (ph.)
1997-011|B|Zone-tailed Hawk||9/16/96 0:00:00||Hermosa Beach|LA||Juvenile
1997-012|B|American Oystercatcher|2|6/15/96 0:00:00|6/16/96 0:00:00|San Nicolas Island|VEN||Same as 1996-106
1997-013|R|Red-necked Stint||8/31/96 0:00:00||Santa Maria River mouth|SBA||
1997-014|R|White-rumped Sandpiper||8/24/96 0:00:00||Point Mugu|VEN||
1997-015|B|Black-headed Gull||11/26/96 0:00:00|1/31/97 0:00:00|Santa Barbara|SBA||Returning (ph.)
1997-016|B|Sooty Tern||8/18/96 0:00:00||Pt. Fermin, San Pedro|LA||Same as one of up to 3 birds at Bolsa Chica 7 June - 30 August 1996
1997-017|B|Ruddy Ground-Dove||10/30/96 0:00:00||Iron Mountain Pumping Station|SBE||(ph.)
1997-018|B|Broad-billed Hummingbird||9/24/96 0:00:00||Westchester, Los Angeles|LA||
1997-019|C|Yellow-bellied Flycatcher||9/11/96 0:00:00||Galileo Hill|KER||(ph.)
1997-020|B|Philadelphia Vireo||10/15/96 0:00:00||North Haiwee Reservoir|INY||(ph.) (video)
1997-021|B|Philadelphia Vireo||10/10/96 0:00:00||Montana de Oro State Park|SLO||
1997-022|B|Grace's Warbler||9/7/96 0:00:00||Chilao Visitor Center, San Gabriel Mtns|LA||Same as 1996-030 (Chilao, 22 Oct 95 - 24 Feb 96)
1997-023|B|Pine Warbler|2|9/24/96 0:00:00||Sepulveda Basin|LA||
1997-024|B|Worm-eating Warbler||11/5/96 0:00:00||Waterfowl Resource Ponds, Vandenberg AFB|SBA||
1997-025|B|Worm-eating Warbler||11/23/96 0:00:00|12/14/96 0:00:00|Peck Park, San Pedro|LA||
1997-026|B|Mourning Warbler||9/24/96 0:00:00||Hansen Dam Park|LA||
1997-027|B|Scarlet Tanager||10/25/96 0:00:00|10/26/96 0:00:00|Banning Park, Wilmington|LA||Male
1997-028|B|Painted Bunting||8/20/96 0:00:00||San Elijo Lagoon, San Diego|SD||
1997-029|B|Common Grackle||10/25/96 0:00:00||Iron Mountain Pumping Station|SBE||
1997-030|B|King Eider||12/26/95 0:00:00||Ocean Beach, San Francisco|SF||HY male, (ph.)
1997-031|A|Wood Thrush||6/19/95 0:00:00||Sagehen Field Station, 8 mi. n. of Truckee|NEV||
1997-032|B|White Wagtail||11/16/96 0:00:00||Pine Gulch Creek|MRN||
1997-033|B|Hudsonian Godwit||5/31/93 0:00:00||Lower Klamath NWR|SIS||
1997-034|A|Gray Catbird||10/29/96 0:00:00|11/2/96 0:00:00|SE Farallon I.|SF||(ph.)
1997-035|B|Connecticut Warbler||9/24/96 0:00:00|9/27/96 0:00:00|SE Farallon I.|SF||HY Female
1997-036|B|Mourning Warbler||9/26/96 0:00:00||SE Farallon I.|SF||Ad. Female
1997-037|A|Brown Booby||10/10/96 0:00:00||SE Farallon I.|SF||Ad. Female
1997-038|B|Snow Bunting||10/29/96 0:00:00||SE Farallon I.|SF||HY female
1997-039|B|Snow Bunting||10/29/96 0:00:00|10/30/96 0:00:00|SE Farallon I.|SF||HY male
1997-040|A|Red-tailed Tropicbird||9/11/96 0:00:00||SE Farallon I.|SF||Ad.
1997-041|R|Manx Shearwater||9/13/96 0:00:00||SE Farallon I.|SF||
1997-042|A|Manx Shearwater||8/21/96 0:00:00||Pigeon Pt.|SM||
1997-043|A|Manx Shearwater||1/19/97 0:00:00||7 mi. SW Morro Bay|SLO||
1997-044|A|Manx Shearwater||10/12/96 0:00:00||Monterey Bay|SCZ||
1997-045|R|American Oystercatcher||1/26/97 0:00:00||Palos Verdes Peninsula|LA||
1997-046|B|Painted Bunting||10/9/96 0:00:00||Big Sur R. mouth|MTY||
1997-047|B|Snow Bunting||11/4/96 0:00:00|11/10/96 0:00:00|Mattole River|HUM||
1997-048|B|Mourning Warbler||8/31/96 0:00:00||Ferndale|HUM||
1997-049|B|Yellow-green Vireo||10/5/96 0:00:00||Marin Headlands|MRN||HY
1997-050|B|Yellow-green Vireo||10/7/96 0:00:00|10/8/96 0:00:00|Drake's Monument, Pt. Reyes N.S.|MRN||
1997-051|A|Yellow-green Vireo||10/5/96 0:00:00||Carmel River below the Mission Ranch|MTY||Same as 1996-172
1997-052|B|Philadelphia Vireo||10/2/96 0:00:00||NW of Ferndale|HUM||
1997-053|B|Yellow-throated Vireo||9/27/96 0:00:00|10/1/96 0:00:00|Houda Point, Westhaven|HUM||
1997-054|A|Scissor-tailed Flycatcher||9/5/96 0:00:00||Moss Beach|SM||
1997-055|R|Sulphur-bellied Flycatcher||10/1/96 0:00:00||Mendoza Ranch, Pt. Reyes N.S.|MRN||
1997-056|A|Black-billed Cuckoo||9/19/96 0:00:00||Fairhaven|HUM||Immature
1997-057|A|Manx Shearwater||8/12/96 0:00:00||Monterey Bay|MTY||
1997-058|A|Manx Shearwater|2|9/21/96 0:00:00||Off Pt. Pinos, Pacific Grove|MTY||
1997-059|Q|Kentucky Warbler||10/5/96 0:00:00|10/7/96 0:00:00|Butcher Slough|HUM||Erroneously given a record number. No longer reviewed.
1997-060|B|Manx Shearwater||8/3/96 0:00:00||Monterey Bay|MTY||
1997-061|B|King Eider||1/29/97 0:00:00|2/16/97 0:00:00|Chimney Rock, Pt. Reyes N.S.|MRN||Female
1997-062|A|Scissor-tailed Flycatcher||1/19/97 0:00:00|2/22/97 0:00:00|El Dorado Park, Long Beach|LA||(ph.)  adult male
1997-063|A|Zone-tailed Hawk||2/17/97 0:00:00||Pine Valley|SD||Adult
1997-064|B|Painted Bunting||3/20/97 0:00:00|3/21/97 0:00:00|Chula Vista|SD||ASY Male
1997-065|B|Yellow-crowned Night-Heron||3/1/97 0:00:00|3/5/97 0:00:00|La Jolla|SD||Returning bird since 1981
1997-066|A|Parakeet Auklet||2/1/97 0:00:00||San Nicolas I.|VEN||
1997-067|B|Curlew Sandpiper||5/5/96 0:00:00||Woodland Trestle Ponds|YOL||
1997-068|B|Great-winged Petrel||8/24/96 0:00:00||North of the Cordell Bank|MRN||
1997-069|B|American Black Duck||3/14/97 0:00:00||Cosumnes R. Preserve|SAC||
1997-070|B|Common Black-Hawk||3/28/97 0:00:00|4/26/97 0:00:00|Oasis|RIV||
1997-071|B|Common Ringed Plover||9/9/96 0:00:00||Pt. Reyes NS (Hall Ranch)|MRN||
1997-072|B|Agami Heron||5/5/97 0:00:00|5/12/97 0:00:00|Santa Maria R. mouth|SLO||
1997-073|B|Lesser Black-backed Gull||12/8/96 0:00:00||Doheny SB, Dana Point|ORA||Returning bird
1997-074|B|White-rumped Sandpiper||9/10/96 0:00:00||Harper Dry Lake|SBE||(#SBCM 54881)
1997-075|B|Blue-winged Warbler||9/15/96 0:00:00||Cosumnes R. Preserve|SAC||
1997-076|A|Little Gull||2/2/97 0:00:00|3/27/97 0:00:00|Hidden Valley Nature Preserve, Riverside|RIV||Basic adult. Same bird as in nearby Corona from 8 Nov to 13 Dec 96 (1996-150)
1997-077|B|Yellow-billed Loon||1/11/97 0:00:00|2/1/97 0:00:00|1-2 mi. off Pt. Joe|MTY||
1997-078|A|Dusky-capped Flycatcher||4/12/97 0:00:00|4/29/97 0:00:00|Ft. Rosecrans National Cemetery, Pt. Loma|SD||
1997-079|B|Blue-winged Warbler||4/15/97 0:00:00||San Clemente Island|LA||
1997-080|A|Scissor-tailed Flycatcher||4/29/97 0:00:00||San Clemente I.|LA||
1997-081|B|Iceland Gull||3/21/97 0:00:00||San Clemente I.|LA||
1997-082|B|Tricolored Heron||5/3/97 0:00:00||Mouth of the Whitewater R., N. end Salton Sea|RIV||Adult
1997-083|B|Tricolored Heron||5/3/97 0:00:00||Obsidian Butte., S. end Salton Sea|IMP||Adult
1997-084|B|Zone-tailed Hawk||12/21/96 0:00:00||Lake Casitas|VEN||Returning bird
1997-085|B|Worm-eating Warbler||1/6/97 0:00:00||Ventura|VEN||
1997-086|B|Common Grackle|2|3/3/97 0:00:00|3/24/97 0:00:00|Torrance|LA||male and female
1997-087|A|Blue-footed Booby||2/14/97 0:00:00||Mullet I., S. end Salton Sea|IMP||
1997-088|B|Reddish Egret||5/7/97 0:00:00||Bolsa Chica|ORA||Returning bird
1997-089|A|Sooty Tern||5/7/97 0:00:00|6/14/97 0:00:00|Bolsa Chica|ORA||Returning bird. First seen 26 March 1997
1997-090|B|Painted Bunting||4/19/97 0:00:00||Corn Springs|RIV||ASY Male
1997-091|B|Emperor Goose|2|12/28/96 0:00:00||Vic. Bridgeport Landing?|MEN||Two adults [= age unknown - RAE]
1997-092|B|Yellow-throated Warbler||12/29/96 0:00:00|12/30/96 0:00:00|Ferndale|HUM||Yellow-lored
1997-093|A|Yellow-billed Loon||4/24/97 0:00:00||Pigeon Pt.|SM||
1997-094|N|Little Gull||5/31/97 0:00:00|8/3/97 0:00:00|S. end Salton Sea|IMP||Immature molting from 1st summer to adult basic
1997-095|B|Le Conte's Sparrow||5/21/97 0:00:00|5/25/97 0:00:00|N. side of L. Earl|DN||Male
1997-096|B|Zone-tailed Hawk||5/24/97 0:00:00|5/25/97 0:00:00|Furnance Creek Ranch|INY||Juvenile (ph.)
1997-097|B|Yellow-throated Warbler||5/24/97 0:00:00||Mesquite Springs|INY||White-lored SY Male
1997-098|B|Curlew Sandpiper||4/17/97 0:00:00||Palo Alto Baylands|SCL||(ph.)
1997-099|B|Black Rosy-Finch||4/5/97 0:00:00||Aspendell|INY||Female
1997-100|A|Sandwich Tern||5/11/97 0:00:00|6/14/97 0:00:00|Bolsa Chica|ORA||Returning adult
1997-101|B|Yellow-throated Vireo||5/29/97 0:00:00|5/30/97 0:00:00|Westminster Pk., Westminster|ORA||Male
1997-102|B|Reddish Egret||8/15/81 0:00:00||Salton City|IMP||Immature (ph.)
1997-103|N|Sooty Tern|2|4/17/97 0:00:00|6/10/97 0:00:00|Chula Vista|SD||(#SDMNH)  Attempted nesting. One returning bird. ***Awaiting more documentation - photos of the SDNHM specimens.
1997-104|A|Manx Shearwater||4/16/97 0:00:00||Santa Cruz|SCZ||
1997-105|B|Iceland Gull||3/1/97 0:00:00||Virgin Creek Beach, MacKerricher|MEN||Exact date unkown. More info has been requested.
1997-106|B|Cerulean Warbler||5/23/97 0:00:00||Birchum Canyon, N. of Big Pine|INY||SY Male
1997-107|B|Iceland Gull||12/15/96 0:00:00||Petaluma|SON||
1997-108|Q|Snow Bunting||10/28/95 0:00:00||Pt. Reyes N.S. (Hall Ranch)|MRN||Erroneously given a new record number. Should have been 1995-108 which has already been accepted.
1997-109|B|Blue-winged Warbler||6/8/97 0:00:00||Butterbredt Spring|KER||SY Male (fide Heindel)
1997-110|B|White-eyed Vireo||5/26/97 0:00:00||Vic. Cantil|KER||
1997-111|B|Golden-winged Warbler||5/31/97 0:00:00||California City|KER||Male
1997-112|A|Gray Catbird||6/7/97 0:00:00||Carmel R. mouth|MTY||
1997-113|B|Wilson's Plover||5/30/97 0:00:00||Ocean Beach|SD||
1997-114|B|Iceland Gull||3/8/97 0:00:00||Anaheim|ORA||
1997-115|R|Greater Pewee||5/3/97 0:00:00||Brawley|IMP||
1997-116|R|Greater Pewee||5/1/97 0:00:00||San Elijo Lagoon, San Diego|SD||
1997-117|B|Yellow-throated Warbler||4/10/97 0:00:00||Pt. Loma|SD||White-lored Male
1997-118|B|Yellow-throated Warbler||5/26/97 0:00:00||Crystal L., San Gabriel Mts.|LA||White-lored
1997-119|B|Pine Warbler||4/26/97 0:00:00||Little Lake|INY||
1997-120|B|Band-tailed Gull||8/3/97 0:00:00|1/2/98 0:00:00|Tijuana R. mouth, Imperial Beach|SD||
1997-121|B|Curlew Sandpiper||7/23/97 0:00:00|8/15/97 0:00:00|Crittenden Marsh, Mountain View|SCL||adult
1997-122|A|Dark-rumped Petrel||8/1/97 0:00:00||Cordell Bank|MRN||
1997-123|B|Yellow-throated Vireo||5/18/97 0:00:00||Redondo Beach|LA||
1997-124|B|Black Rosy-Finch||7/6/97 0:00:00||Gilbert L., above Independence|INY||
1997-125|B|Reddish Egret||8/16/97 0:00:00|8/24/97 0:00:00|Salton City|IMP||immature
1997-126|B|Little Gull||8/29/97 0:00:00|9/1/97 0:00:00|Naval Air Weapons Station, China Lake|KER||basic adult
1997-127|B|White-rumped Sandpiper||9/3/97 0:00:00|9/5/97 0:00:00|Coyote Creek Riparian Station, Alviso|SCL||adult
1997-128|B|Blue-winged Warbler||9/14/97 0:00:00||Victorville|SBE||adult male
1997-129|B|Bar-tailed Godwit||8/31/97 0:00:00||San Gregorio S.B.|SM||juvenile
1997-130|A|Masked Booby||6/15/97 0:00:00||38°54'24"N, 123°56'48"W, ca. 10 nm W of Pt. Arena|MEN||
1997-131|R|Dark-rumped Petrel||5/20/88 0:00:00||SE Farallon I.|SF||
1997-132|B|Mourning Warbler||9/14/97 0:00:00||Galileo Hill|KER||adult female
1997-133|B|Golden-winged Warbler||9/18/97 0:00:00||Huntington Beach Central Park|ORA||female
1997-134|B|Reddish Egret||8/7/97 0:00:00|9/7/97 0:00:00|Imperial Beach|SD||Returning adult (1996-145)
1997-135|B|Yellow-throated Warbler||5/29/97 0:00:00||Westminster Memorial Park, Huntington Beach|ORA||
1997-136|B|Northern Wheatear||9/20/97 0:00:00||Carrizo Plain|SLO||
1997-137|B|Wedge-rumped Storm-Petrel||9/6/97 0:00:00||33°34'07"N, 120°49'57"W, ca. 33 mi SW of San Miguel Is.|VEN||Check county.
1997-138|B|Sulphur-bellied Flycatcher||9/27/97 0:00:00|9/29/97 0:00:00|Owl Canyon, Bodega Bay|SON||
1997-139|B|Yellow-green Vireo||9/25/97 0:00:00|9/28/97 0:00:00|Phipps Ranch, Pescadero|SM||
1997-140|B|Blue-headed Vireo||9/9/97 0:00:00||Lassen Volcanic N.P.|TEH||
1997-141|B|Philadelphia Vireo||9/27/97 0:00:00|9/28/97 0:00:00|Carpinteria Creek|SBA||
1997-142|B|Blue-headed Vireo||9/28/97 0:00:00|9/29/97 0:00:00|Peck Park, San Pedro|LA||
1997-143|B|Dusky Warbler||10/4/97 0:00:00|10/5/97 0:00:00|10 mi NNW of California City|KER||
1997-144|B|Grace's Warbler||9/27/97 0:00:00||Pt. Loma College|SD||
1997-145|B|Yellow-green Vireo||9/28/97 0:00:00||Pt. Loma|SD||
1997-146|B|Painted Bunting||9/24/97 0:00:00|10/10/97 0:00:00|Furnace Creek|INY||
1997-147|B|Yellow-throated Warbler||10/10/97 0:00:00||Eureka|HUM||
1997-148|B|Hudsonian Godwit||9/9/97 0:00:00|9/10/97 0:00:00|Eel River Wildlife Area|HUM||
1997-149|B|Yellow-green Vireo||10/14/97 0:00:00||Humboldt Bay|HUM||
1997-150|N|Lesser Black-backed Gull||10/11/97 0:00:00|10/26/97 0:00:00|Alviso|SCL||Returning ad. (1995-114)
1997-151|B|Purple Gallinule||9/23/97 0:00:00|10/25/97 0:00:00|Furnace Creek|INY||adult
1997-152|B|Manx Shearwater||8/10/97 0:00:00||Monterey Bay|MTY||
1997-153|B|Blue-winged Warbler||6/22/97 0:00:00||Switzer Picnic Area, San Gabriel Mountains|LA||Female
1997-154|B|Painted Bunting||9/13/97 0:00:00||Huntington Beach Central Park|ORA||
1997-155|B|Upland Sandpiper||9/12/97 0:00:00||Salinas Commercial Ponds|MTY||
1997-156|N|Lesser Black-backed Gull||10/8/97 0:00:00|3/4/98 0:00:00|Doheny S.B., Dana Point|ORA||Returning adult
1997-157|B|Mourning Warbler||9/24/97 0:00:00|9/26/97 0:00:00|Exposition Park|LA||immature
1997-158|B|Manx Shearwater||9/27/97 0:00:00||Monterey Bay 36°41'72"N 121°57"90'W|MTY||
1997-159|B|Yellow-green Vireo||9/27/97 0:00:00|9/30/97 0:00:00|Laguna Rd, Oxnard Plain|VEN||
1997-160|B|Gray Catbird||9/28/97 0:00:00||Lake Tamarisk, Desert Center|RIV||
1997-161|B|Manx Shearwater||10/2/97 0:00:00||37° 39.0' N, 123° 16.4' W (approx. 12 nm west/southwest of SE Farallon Is.)|SF||
1997-162|B|Broad-billed Hummingbird||10/5/97 0:00:00|10/7/97 0:00:00|Tijuana River Valley|SD||male
